address,tooltip,url,value
"6222 State St., Huntington Park, 90255","San Antonio Elementary - 2",http://projects.latimes.com/value-added/school/huntington-park/san-antonio-elementary/,2
"815 San Pascual Ave., Los Angeles, 90042","San Pascual Avenue Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/san-pascual-avenue-elementary/,2
"5360 Saturn St., Los Angeles, 90019","Saturn Street Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/saturn-street-elementary/,2
"1942 East Second St., Los Angeles, 90033","Second Street Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/second-street-elementary/,2
"6611 Selma Ave., Los Angeles, 90028","Selma Avenue Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/selma-avenue-elementary/,2
"13800 Pierce St., Arleta, 91331","Sharp Avenue Elementary - 2",http://projects.latimes.com/value-added/school/arleta/sharp-avenue-elementary/,2
"14755 Greenleaf St., Sherman Oaks, 91403","Sherman Oaks Elementary - 2",http://projects.latimes.com/value-added/school/sherman-oaks/sherman-oaks-elementary/,2
"12814 Maxella Ave., Los Angeles, 90066","Short Avenue Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/short-avenue-elementary/,2
"3170 Budau Ave., Los Angeles, 90032","Sierra Park Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/sierra-park-elementary/,2
"4342 Alpha St., Los Angeles, 90032","Sierra Vista Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/sierra-vista-elementary-3/,2
"612 West 68th St., Los Angeles, 90044","Sixty-Eighth Street Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/sixty-eighth-street-elementary/,2
"6020 South Figueroa St., Los Angeles, 90003","Sixty-First Street Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/sixty-first-street-elementary/,2
"2833 Illinois Ave., South Gate, 90280","Stanford Avenue Elementary - 2",http://projects.latimes.com/value-added/school/south-gate/stanford-avenue-elementary-1/,2
"3211 Santa Ana St., South Gate, 90280","State Street Elementary - 2",http://projects.latimes.com/value-added/school/south-gate/state-street-elementary/,2
"7939 St. Clair Ave., North Hollywood, 91605","Strathern Street Elementary - 2",http://projects.latimes.com/value-added/school/north-hollywood/strathern-street-elementary/,2
"2821 East Seventh St., Los Angeles, 90023","Sunrise Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/sunrise-elementary/,2
"6238 Noble Ave., Van Nuys, 91411","Sylvan Park Elementary - 2",http://projects.latimes.com/value-added/school/van-nuys/sylvan-park-elementary/,2
"10975 Telfair Ave., Pacoima, 91331","Telfair Avenue Elementary - 2",http://projects.latimes.com/value-added/school/pacoima/telfair-avenue-elementary/,2
"201 South June St., Los Angeles, 90004","Third Street Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/third-street-elementary/,2
"3875 Dublin Ave., Los Angeles, 90008","Tom Bradley Environmental Science and Humanities C - 2",http://projects.latimes.com/value-added/school/los-angeles/tom-bradley-environmental-science-and-humanities-c/,2
"18924 Towne Ave., Carson, 90746","Towne Avenue Elementary - 2",http://projects.latimes.com/value-added/school/carson/towne-avenue-elementary/,2
"1353 East 20th St., Los Angeles, 90011","Twentieth Street Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/twentieth-street-elementary/,2
"2807 Stanford Ave., Los Angeles, 90011","Twenty-Eighth Street Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/twenty-eighth-street-elementary/,2
"2055 West 24th St., Los Angeles, 90018","Twenty-Fourth Street Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/twenty-fourth-street-elementary/,2
"23240 Archibald Ave., Carson, 90745","Two Hundred Thirty-Second Place - 2",http://projects.latimes.com/value-added/school/carson/two-hundred-thirty-second-place/,2
"19019 Delano St., Reseda, 91335","Vanalden Avenue Elementary - 2",http://projects.latimes.com/value-added/school/reseda/vanalden-avenue-elementary/,2
"9377 Vena Ave., Arleta, 91331","Vena Avenue Elementary - 2",http://projects.latimes.com/value-added/school/arleta/vena-avenue-elementary/,2
"1435 West 27th St., Los Angeles, 90007","Vermont Avenue Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/vermont-avenue-elementary/,2
"2360 East Vernon Ave., Los Angeles, 90058","Vernon City Elementary - 2",http://projects.latimes.com/value-added/school/los-angeles/vernon-city-elementary/,2
"1410 Silvius Ave., San Pedro, 90731","White Point Elementary - 2",http://projects.latimes.com/value-added/school/san-pedro/white-point-elementary/,2
"1140 Mahar Ave., Wilmington, 90744","Wilmington Park Elementary - 2",http://projects.latimes.com/value-added/school/wilmington/wilmington-park-elementary/,2
"5215 Overdale Dr., Los Angeles, 90043","Windsor Hills Math Science - 2",http://projects.latimes.com/value-added/school/los-angeles/windsor-hills-math-science/,2
"8240 Winnetka Ave., Canoga Park, 91306","Winnetka Elementary - 2",http://projects.latimes.com/value-added/school/canoga-park/winnetka-avenue-elementary/,2
"632 North Avenue 50, Los Angeles, 90042","Aldama Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/aldama-elementary/,3
"6125 Poppy Peak Dr., Los Angeles, 90042","Annandale Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/annandale-elementary/,3
"3271 Silver Lake Blvd., Los Angeles, 90039","Atwater Avenue Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/atwater-avenue-elementary/,3
"1050 East 52nd Pl., Los Angeles, 90011","Aurora Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/aurora-elementary/,3
"425 North Bandini St., San Pedro, 90731","Bandini Street Elementary - 3",http://projects.latimes.com/value-added/school/san-pedro/bandini-street-elementary/,3
"3724 East First St., Los Angeles, 90063","Belvedere Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/belvedere-elementary/,3
"7021 Bertrand Ave., Reseda, 91335","Bertrand Avenue Elementary - 3",http://projects.latimes.com/value-added/school/reseda/bertrand-avenue-elementary/,3
"18730 Blythe St., Reseda, 91335","Blythe Street Elementary - 3",http://projects.latimes.com/value-added/school/reseda/blythe-street-elementary/,3
"21929 Bonita St., Carson, 90745","Bonita Street Elementary - 3",http://projects.latimes.com/value-added/school/carson/bonita-street-elementary/,3
"605 North Boyle Ave., Los Angeles, 90033","Bridge Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/bridge-street-elementary/,3
"12215 Albers St., North Hollywood, 91607","Burbank Boulevard Elementary - 3",http://projects.latimes.com/value-added/school/north-hollywood/burbank-boulevard-elementary/,3
"5507 Bushnell Way, Los Angeles, 90042","Bushnell Way Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/bushnell-way-elementary/,3
"23055 Eugene St., Woodland Hills, 91364","Calabash Street Elementary - 3",http://projects.latimes.com/value-added/school/woodland-hills/calabash-street-elementary/,3
"18722 Knapp St., Northridge, 91324","Calahan Street Elementary - 3",http://projects.latimes.com/value-added/school/northridge/calahan-street-elementary/,3
"635 South Harvard Blvd., Los Angeles, 90005","Camino Nuevo Charter Academy - 3",http://projects.latimes.com/value-added/school/los-angeles/camino-nuevo-charter-academy/,3
"7438 Topanga Canyon Blvd., Canoga Park, 91303","Canoga Park Elementary - 3",http://projects.latimes.com/value-added/school/canoga-park/canoga-park-elementary/,3
"22424 Caroldale Ave., Carson, 90745","Caroldale Learning Community - 3",http://projects.latimes.com/value-added/school/carson/caroldale-learning-community/,3
"14030 Weddington St., Van Nuys, 91401","Chandler Elementary - 3",http://projects.latimes.com/value-added/school/van-nuys/chandler-elementary/,3
"22005 Devonshire St., Chatsworth, 91311","Chatsworth Park Elementary - 3",http://projects.latimes.com/value-added/school/chatsworth-1/chatsworth-park-elementary/,3
"1314 Dacotah St., Los Angeles, 90023","Christopher Dena Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/christopher-dena-elementary/,3
"1515 East 104th St., Los Angeles, 90002","Compton Avenue Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/compton-avenue-elementary/,3
"3825 Bell Ave., Bell, 90201","Corona Avenue Elementary - 3",http://projects.latimes.com/value-added/school/bell/corona-avenue-elementary/,3
"4220 Dixie Canyon Ave., Sherman Oaks, 91423","Dixie Canyon Avenue Elementary - 3",http://projects.latimes.com/value-added/school/sherman-oaks/dixie-canyon-avenue-elementary/,3
"3737 South Figueroa St., Los Angeles, 90007","Dr. Theodore T. Alexander Science Center - 3",http://projects.latimes.com/value-added/school/los-angeles/dr-theodore-t-alexander-science-center/,3
"12749 El Dorado Ave., Sylmar, 91342","El Dorado Avenue Elementary - 3",http://projects.latimes.com/value-added/school/sylmar/el-dorado-avenue-elementary/,3
"3838 Rosemead Ave., Los Angeles, 90032","El Sereno Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/el-sereno-elementary/,3
"6501 Fair Ave., North Hollywood, 91606","Fair Avenue Elementary - 3",http://projects.latimes.com/value-added/school/north-hollywood/fair-avenue-elementary/,3
"1527 South Mesa St., San Pedro, 90731","Fifteenth Street Elementary - 3",http://projects.latimes.com/value-added/school/san-pedro/fifteenth-street-elementary/,3
"1112 South Ford Blvd., Los Angeles, 90022","Ford Boulevard Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/ford-boulevard-elementary/,3
"420 South Amalia Ave., Los Angeles, 90022","Fourth Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/fourth-street-elementary/,3
"18141 Valerio St., Reseda, 91335","Garden Grove Elementary - 3",http://projects.latimes.com/value-added/school/reseda/garden-grove-elementary/,3
"17000 Gault St., Van Nuys, 91406","Gault Street Elementary - 3",http://projects.latimes.com/value-added/school/van-nuys/gault-street-elementary/,3
"20730 Germain St., Chatsworth, 91311","Germain Street Elementary - 3",http://projects.latimes.com/value-added/school/chatsworth-1/germain-street-elementary/,3
"16030 Gledhill St., North Hills, 91343","Gledhill Street Elementary - 3",http://projects.latimes.com/value-added/school/north-hills/gledhill-street-elementary/,3
"8001 Ledge Ave., Sun Valley, 91352","Glenwood Elementary - 3",http://projects.latimes.com/value-added/school/sun-valley/glenwood-elementary/,3
"1907 Eighth St., San Fernando, 91340","Gridley Street Elementary - 3",http://projects.latimes.com/value-added/school/san-fernando/gridley-street-elementary/,3
"828 West L St., Wilmington, 90744","Gulf Avenue Elementary - 3",http://projects.latimes.com/value-added/school/wilmington/gulf-avenue-elementary/,3
"22627 Hamlin St., West Hills, 91307","Hamlin Street Elementary - 3",http://projects.latimes.com/value-added/school/west-hills/hamlin-street-elementary/,3
"899 East 42nd St., Los Angeles, 90011","Harmony Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/harmony-elementary/,3
"3529 City Terrace Dr., Los Angeles, 90063","Harrison Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/harrison-street-elementary/,3
"540 Hawaiian Ave., Wilmington, 90744","Hawaiian Avenue Elementary - 3",http://projects.latimes.com/value-added/school/wilmington/hawaiian-avenue-elementary/,3
"6624 Lockhurst Dr., West Hills, 91307","Haynes Elementary - 3",http://projects.latimes.com/value-added/school/west-hills/haynes-elementary/,3
"5911 Woodlawn Ave., Maywood, 90270","Heliotrope Avenue Elementary - 3",http://projects.latimes.com/value-added/school/maywood/heliotrope-avenue-elementary/,3
"13350 Herrick Ave., Sylmar, 91342","Herrick Avenue Elementary - 3",http://projects.latimes.com/value-added/school/sylmar/herrick-avenue-elementary/,3
"15530 Hesby St., Encino, 91436","Hesby Oaks - 3",http://projects.latimes.com/value-added/school/encino/hesby-oaks/,3
"2726 Francis Ave., Los Angeles, 90005","Hoover Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/hoover-street-elementary/,3
"7560 State St., Huntington Park, 90255","Hope Elementary - 3",http://projects.latimes.com/value-added/school/huntington-park/hope-street-elementary/,3
"6051 Bellaire Ave., North Hollywood, 91606","John B. Monlux Elementary - 3",http://projects.latimes.com/value-added/school/north-hollywood/john-b-monlux-elementary/,3
"23350 Justice St., West Hills, 91304","Justice Street Elementary - 3",http://projects.latimes.com/value-added/school/west-hills/justice-street-elementary/,3
"11822 Gerald Ave., Granada Hills, 91344","Knollwood Elementary - 3",http://projects.latimes.com/value-added/school/granada-hills/knollwood-elementary/,3
"2728 Liberty Blvd., South Gate, 90280","Liberty Boulevard Elementary - 3",http://projects.latimes.com/value-added/school/south-gate/liberty-boulevard-elementary/,3
"2211 West 247th St., Lomita, 90717","Lomita Math/Science/Technology Magnet - 3",http://projects.latimes.com/value-added/school/lomita/lomita-mathsciencetechnology-magnet/,3
"17440 Lorne St., Northridge, 91325","Lorne Street Elementary - 3",http://projects.latimes.com/value-added/school/northridge/lorne-street-elementary/,3
"1740 North New Hampshire Ave., Los Angeles, 90027","Los Feliz Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/los-feliz-elementary/,3
"4215 East Gleason St., Los Angeles, 90063","Marianna Avenue Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/marianna-avenue-elementary/,3
"731 North Detroit St., Los Angeles, 90046","Melrose Avenue Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/melrose-avenue-elementary/,3
"6537 Malabar St., Huntington Park, 90255","Middleton Street Elementary - 3",http://projects.latimes.com/value-added/school/huntington-park/middleton-street-elementary/,3
"13000 Montague St., Pacoima, 91331","Montague Charter Academy - 3",http://projects.latimes.com/value-added/school/pacoima/montague-charter-academy/,3
"576 North Maclay Ave., San Fernando, 91340","Morningside Elementary - 3",http://projects.latimes.com/value-added/school/san-fernando/morningside-elementary/,3
"6410 Olcott St., Tujunga, 91042","Mountain View Elementary - 3",http://projects.latimes.com/value-added/school/tujunga/mountain-view-elementary-4/,3
"3981 San Rafael Ave., Los Angeles, 90065","Mount Washington Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/mt-washington-elementary/,3
"19010 Napa St., Northridge, 91324","Napa Street Elementary - 3",http://projects.latimes.com/value-added/school/northridge/napa-street-elementary/,3
"22120 Chase St., West Hills, 91304","Nevada Avenue Elementary - 3",http://projects.latimes.com/value-added/school/west-hills/nevada-avenue-elementary/,3
"4505 South Raymond Ave., Los Angeles, 90037","Normandie Avenue Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/normandie-avenue-elementary/,3
"728 Woodworth St., San Fernando, 91340","O&#39;Melveny Elementary - 3",http://projects.latimes.com/value-added/school/san-fernando/omelveny-elementary/,3
"801 West 135th St., Gardena, 90247","One Hundred Thirty-Fifth Street Elementary - 3",http://projects.latimes.com/value-added/school/gardena/one-hundred-thirty-fifth-street-elementary/,3
"1265 East 112th St., Los Angeles, 90059","One Hundred Twelfth Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/one-hundred-twelfth-street-elementary/,3
"8600 Kester Ave., Panorama City, 91402","Panorama City Elementary - 3",http://projects.latimes.com/value-added/school/panorama-city/panorama-city-elementary/,3
"1338 East 76th Pl., Los Angeles, 90001","Parmelee Avenue Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/parmelee-avenue-elementary/,3
"1512 South Arlington Ave., Los Angeles, 90019","Pio Pico Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/pio-pico-elementary-1/,3
"401 East 40th Pl., Los Angeles, 90011","Ricardo Lizarraga Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/ricardo-lizarraga-elementary/,3
"4010 East Ramboz Dr., Los Angeles, 90063","Robert F. Kennedy Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/robert-f-kennedy-elementary/,3
"1500 Cesar Chavez Ave., Monterey Park, 91754","Robert Hill Lane Elementary - 3",http://projects.latimes.com/value-added/school/monterey-park/robert-hill-lane-elementary/,3
"1303 Yosemite Dr., Los Angeles, 90041","Rockdale Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/rockdale-elementary/,3
"600 South Rowan Ave., Los Angeles, 90023","Rowan Avenue Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/rowan-avenue-elementary/,3
"7850 Ethel Ave., North Hollywood, 91605","Saticoy Elementary - 3",http://projects.latimes.com/value-added/school/north-hollywood/saticoy-elementary/,3
"5014 Serrania Ave., Woodland Hills, 91364","Serrania Avenue Elementary - 3",http://projects.latimes.com/value-added/school/woodland-hills/serrania-avenue-elementary/,3
"1570 West Seventh St., San Pedro, 90732","Seventh Street Elementary - 3",http://projects.latimes.com/value-added/school/san-pedro/seventh-street-elementary/,3
"142 West 75th St., Los Angeles, 90003","Seventy-Fifth Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/seventy-fifth-street-elementary/,3
"416 North Cornwell St., Los Angeles, 90033","Sheridan Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/sheridan-street-elementary/,3
"6600 South San Pedro St., Los Angeles, 90003","Sixty-Sixth Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/sixty-sixth-street-elementary/,3
"2060 West 35th St., San Pedro, 90732","South Shores/CSUDH Visual and Performing Arts - 3",http://projects.latimes.com/value-added/school/san-pedro/south-shorescsudh-visual-and-performing-arts/,3
"8350 Hillrose St., Sunland, 91040","Sunland Elementary - 3",http://projects.latimes.com/value-added/school/sunland/sunland-elementary/,3
"1000 Grattan St., Los Angeles, 90015","Tenth Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/tenth-street-elementary/,3
"4242 Clara St., Cudahy, 90201","Teresa Hughes Elementary - 3",http://projects.latimes.com/value-added/school/cudahy/teresa-hughes-elementary/,3
"822 West 32nd St., Los Angeles, 90007","Thirty-Second Street USC Performing Arts - 3",http://projects.latimes.com/value-added/school/los-angeles/thirty-second-street-usc-performing-arts/,3
"141 North Topanga Blvd., Topanga, 90290","Topanga Learn-Charter Elementary - 3",http://projects.latimes.com/value-added/school/topanga/topanga-learn-charter-elementary/,3
"15035 Valerio St., Van Nuys, 91405","Valerio Street Elementary - 3",http://projects.latimes.com/value-added/school/van-nuys/valerio-street-elementary/,3
"6921 Woodrow Wilson Dr., Los Angeles, 90068","Valley View Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/valley-view-elementary-4/,3
"6464 Sylmar Ave., Van Nuys, 91401","Van Nuys Elementary - 3",http://projects.latimes.com/value-added/school/van-nuys/van-nuys-elementary/,3
"3320 Missouri Ave., South Gate, 90280","Victoria Avenue Elementary - 3",http://projects.latimes.com/value-added/school/south-gate/victoria-avenue-elementary/,3
"955 North Vine St., Los Angeles, 90038","Vine Street Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/vine-street-elementary/,3
"10401 Weigand Ave., Los Angeles, 90002","Weigand Avenue Elementary - 3",http://projects.latimes.com/value-added/school/los-angeles/weigand-avenue-elementary/,3
"23456 Welby Way, West Hills, 91307","Welby Way Elementary - 3",http://projects.latimes.com/value-added/school/west-hills/welby-way-elementary/,3
"1745 Vineyard Ave., Los Angeles, 90019","Alta Loma Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/alta-loma-elementary/,4
"7364 Anatola Ave., Van Nuys, 91406","Anatola Avenue Elementary - 4",http://projects.latimes.com/value-added/school/van-nuys/anatola-avenue-elementary/,4
"1118 Aragon Ave., Los Angeles, 90065","Aragon Avenue Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/aragon-avenue-elementary/,4
"11530 Strathern St., North Hollywood, 91605","Arminta Street Elementary - 4",http://projects.latimes.com/value-added/school/north-hollywood/arminta-street-elementary/,4
"13940 South San Pedro St., Los Angeles, 90061","Avalon Gardens Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/avalon-gardens-elementary/,4
"5421 Rodeo Rd., Los Angeles, 90016","Baldwin Hills Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/baldwin-hills-elementary/,4
"3711 Beethoven St., Los Angeles, 90066","Beethoven Street Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/beethoven-street-elementary/,4
"1321 Cortez St., Los Angeles, 90026","Betty Plasencia Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/betty-plasencia-elementary/,4
"4711 Inglewood Blvd., Culver City, 90230","Braddock Drive Elementary - 4",http://projects.latimes.com/value-added/school/culver-city/braddock-drive-elementary/,4
"11407 Brainard Ave., Lake View Terrace, 91342","Brainard Avenue Elementary - 4",http://projects.latimes.com/value-added/school/lake-view-terrace/brainard-elementary/,4
"740 Gretna Green Way, Los Angeles, 90049","Brentwood Science - 4",http://projects.latimes.com/value-added/school/los-angeles/brentwood-science/,4
"24815 Broad Ave., Wilmington, 90744","Broad Avenue Elementary - 4",http://projects.latimes.com/value-added/school/wilmington/broad-avenue-elementary/,4
"1309 Armacost Ave., Los Angeles, 90025","Brockton Avenue Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/brockton-avenue-elementary/,4
"19850 Delano St., Woodland Hills, 91367","Calvert Street Elementary - 4",http://projects.latimes.com/value-added/school/woodland-hills/calvert-street-elementary/,4
"161 East Carson St., Carson, 90745","Carson Street Elementary - 4",http://projects.latimes.com/value-added/school/carson/carson-street-elementary/,4
"6351 West Olympic Blvd., Los Angeles, 90048","Carthay Center Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/carthay-center-elementary/,4
"9755 Cattaraugus Ave., Los Angeles, 90034","Castle Heights Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/castle-heights-elementary/,4
"5243 Oakland St., Los Angeles, 90032","Cesar Chavez Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/cesar-chavez-elementary-2/,4
"1947 Marine Ave., Gardena, 90249","Chapman Elementary - 4",http://projects.latimes.com/value-added/school/gardena/chapman-elementary-1/,4
"225 South Oxford Ave., Los Angeles, 90004","Charles Kim Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/charles-h-kim-elementary/,4
"11724 Addison St., Valley Village, 91607","Colfax Avenue Elementary - 4",http://projects.latimes.com/value-added/school/valley-village/colfax-avenue-elementary/,4
"10818 Darby Ave., Northridge, 91326","Darby Avenue Elementary - 4",http://projects.latimes.com/value-added/school/northridge/darby-avenue-elementary/,4
"21228 Water St., Carson, 90745","Del Amo Elementary - 4",http://projects.latimes.com/value-added/school/carson/del-amo-elementary/,4
"14500 Dyer St., Sylmar, 91342","Dyer Street Elementary - 4",http://projects.latimes.com/value-added/school/sylmar/dyer-street-elementary/,4
"2057 Fair Park Ave., Los Angeles, 90041","Eagle Rock Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/eagle-rock-elementary/,4
"12230 El Oro Way, Granada Hills, 91344","El Oro Way Elementary - 4",http://projects.latimes.com/value-added/school/granada-hills/el-oro-way-elementary/,4
"16941 Addison St., Encino, 91316","Encino Elementary - 4",http://projects.latimes.com/value-added/school/encino/encino-elementary/,4
"25902 Eshelman Ave., Lomita, 90717","Eshelman Avenue Elementary - 4",http://projects.latimes.com/value-added/school/lomita/eshelman-avenue-elementary/,4
"2730 Ganahl St., Los Angeles, 90033","Evergreen Avenue Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/evergreen-avenue-elementary/,4
"7211 Bell Ave., Los Angeles, 90001","Florence Avenue Elementary - 4",http://projects.latimes.com/value-added/school/los-angeles/florence-avenue-elementary/,4
